code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain
ВО-1л58-2017-0077,Крышка,Чайника/сахарницы (?) фарфорового с белой поливой внутри и снаружи  с золотой полосой крышки фр-т,фарфор,"Д=6,5 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0077_orig.jpg,startswith,1,ВО-1л58-2017-0077,Фарфор,крышка,0,часть не указана,1,фрагмент,0,0,1
ВО-1л58-2017-0092,Тарелка,Тарелки фарфоровой с белой поливой снаружи и внутри с синей широкой полосой по краю и фрагментами росписи (светло-красные маки с зелеными листьями) на дне профиль,фарфор,"Двен=22; Ддон=10; выс=4,2 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0092_orig.jpg,startswith,1,ВО-1л58-2017-0092,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0
ВО-1л58-2017-0104,Изразец,Изразца светлоглиняного со следами белой поливы и полихромной росписи скол,керамика,"6,5+ х 5,5+ х 0,5+ см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0104_orig.jpg,startswith,1,ВО-1л58-2017-0104,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
ВО-1л58-2017-0105,Изразец,"Изразца красноглиняного с белой поливой и лилово-бирюзовой росписью фр-т, румпа утрачена",керамика,"6+ х 4,5+ х 2 см",Фрагмент,Техноген - мусор под асфальтом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0105_orig.jpg,startswith,1,ВО-1л58-2017-0105,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
ВО-1л58-2017-0281,Тарелка,Тарелки фаянсовой со следами голубой поливы внутри и снаружи профиля фр-т,фаянс,Двен=20; Ддон=12; выс=3 см,Фрагмент,Бурая супесь после 1-й зачистки,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0281_orig.jpg,startswith,1,ВО-1л58-2017-0281,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
ВО-1л58-2017-0297,Тарелка/блюдо,Тарелки/блюда красноглиняного с белым ангобом и пятнистой желто-коричневой поливой внутри донца фр-т,керамика,Д= ок 18 см,Фрагмент,Бурая супесь после 1-й зачистки,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0297_orig.jpg,startswith,1,ВО-1л58-2017-0297,Керамика,тарелка,0,донце,0,фрагмент,0,0,0
ВО-1л58-2017-0307,Изразец,Изразца-перемычки красноглиняного с белой поливой и бирюзовой росписью фр-т,керамика,"7,5+ х 4 х 2; выс.румп=3,3 см",Фрагмент,Бурая супесь после 1-й зачистки,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0307_orig.jpg,startswith,1,ВО-1л58-2017-0307,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
ВО-1л58-2017-0376,Миска,Миски красноглиняной со следами прозрачной бесцветной поливы внутри и рельефным орнаментом венчика фр-т,керамика,Д=18 см,Фрагмент,Бурая супесь после 1-й зачистки (вокруг столбов),ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0376_orig.jpg,startswith,1,ВО-1л58-2017-0376,Керамика,миска,0,венчик,0,фрагмент,0,0,0
ВО-1л58-2017-0393,Изразец,"Изразец светлоглиняный плоский со следами белой поливы и зеленой росписи снаружи и со следами нагара внутри, фрагментированный",керамика,"9+ х 6 х 1,2; выс.рум=6 см",Фрагмент,Бурая супесь после 1-й зачистки (вокруг столбов),ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0393_orig.jpg,startswith,1,ВО-1л58-2017-0393,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
ВО-1л58-2017-0418,Тарелка,Тарелки белоглиняной с пятнистой зелено-желтой поливой внутри венчика фр-т,керамика,Д=20 см,Фрагмент,Бурая супесь с раствором и кирп. крошкой (между стенкой и лотком),ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0418_orig.jpg,startswith,1,ВО-1л58-2017-0418,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0
ВО-1л58-2017-0421,Тарелка,Тарелки фаянсовой со следами белой поливы и кобальтовой росписи внутри профиля фр-ты,фаянс,"Двен=24; Ддон=14; выс=2,5 см",Фрагмент,Бурая супесь с раствором и кирп. крошкой (между стенкой и лотком),ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0421_orig.jpg,startswith,1,ВО-1л58-2017-0421,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
ВО-1л58-2017-0441,Миска (?),Сосуда (миски ?) красноглиняного венчика фр-т,керамика,Д=24 см,Фрагмент,Бурая супесь с раствором и кирп. крошкой (между стенкой и лотком),ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0441_orig.jpg,startswith,1,ВО-1л58-2017-0441,Керамика,миска,0,венчик,0,фрагмент,0,0,1
ВО-1л58-2017-0448,Изразец,Изразец-перемычка красноглиняный со следами белой поливы и кобальтовой росписи цветами,керамика,"15 х 3 х 1,5; выс.румп=3,5 см",Целый,Бурая супесь с раствором и кирп. крошкой (между стенкой и лотком),ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0448_orig.jpg,startswith,1,ВО-1л58-2017-0448,Керамика,изразец,0,часть не указана,1,целый,0,0,0
ВО-1л58-2017-0547,Тарелка,Тарелки фаянсовой с голубой поливой снаружи и внутри с кобальтовым растительным орнаментом венчика фр-т,фаянс,Д=19 см,Фрагмент,Коричн. супесь и стр. мусор,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0547_orig.jpg,startswith,1,ВО-1л58-2017-0547,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0
ВО-1л58-2017-0573,Тарелка,Тарелки белоглиняной с люстровой поливой зелено-коричневыми разводами снаружи и внутри венчика фр-т,керамика,Д=16 см,Фрагмент,Траншея лотка под деревом,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0573_orig.jpg,startswith,1,ВО-1л58-2017-0573,Керамика,тарелка,0,венчик,0,фрагмент,0,0,0
ВО-1л58-2017-0635,Изразец,Изразца-перемычки красноглиняного с белой поливой фр-т,керамика,"13+ х 4,5 х 1,5;; выс.рум=356 см",Фрагмент,Заполнение траншеи участка,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0635_orig.jpg,startswith,1,ВО-1л58-2017-0635,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
ВО-1л58-2017-0689,Тарелка,Тарелки фаянсовой с розоватой поливой снаружи и внутри с росписью цветами (зеленой и голубой краской) с частью клейма донца фр-т,фаянс,Д неопределим см,Фрагмент,Бурая супесь с раствором и кирпичами на дер-ом настиле и выше,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0689_orig.jpg,startswith,1,ВО-1л58-2017-0689,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
ВО-1л58-2017-0713,Изразец,"Изразца прямоугольного стенового красноглиняного с белой поливой бирюзовой и лиловой росписью фр-т, румпа утрачена",керамика,"13,5+ х 6+ х 1 см",Фрагмент,Бурая супесь с раствором и кирпичами на дер-ом настиле и выше,ИИМК РАН,2017.0,data/raw/images/ВО-1л58-2017-0713_orig.jpg,startswith,1,ВО-1л58-2017-0713,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
